"","Estimate","Std. Error","t value","Pr(>|t|)","2.5 %","97.5 %","region"
"(Intercept)",-46.5836734693878,1.4229813368586,-32.7366721282703,7.56752448299711e-19,-49.5519605242163,-43.6153864145592,"Bath and North East Somerset"
"dayFriday",-3.25612244897959,1.68968691110494,-1.92705667989718,0.0682994427890902,-6.78074758286806,0.268502684908872,"Bath and North East Somerset"
"dayMonday",-4.74693877551021,1.68674234846467,-2.81426430055013,0.0107134973973061,-8.26542165936289,-1.22845589165752,"Bath and North East Somerset"
"daySaturday",4.49693877551021,1.68674234846467,2.66604960716346,0.0148384927944658,0.97845589165752,8.01542165936289,"Bath and North East Somerset"
"dayThursday",-3.2591836734694,1.6945831453934,-1.92329522592577,0.0687967386116585,-6.79402217311285,0.275654826174049,"Bath and North East Somerset"
"dayTuesday",-4.24387755102041,1.68968691110494,-2.51163545336645,0.0207121026318584,-7.76850268490887,-0.719252417131942,"Bath and North East Somerset"
"dayWednesday",-2.49081632653061,1.6945831453934,-1.46986964511108,0.157153728666971,-6.02565482617406,1.04402217311284,"Bath and North East Somerset"
"days_since_lockdown",0.246938775510204,0.0575676629576795,4.28953969682146,0.000357495527274972,0.126854734835964,0.367022816184445,"Bath and North East Somerset"
"(Intercept)1",-16.3734693877551,0.929215520057397,-17.6207446327884,1.19398524587599e-13,-18.3117789972269,-14.4351597782832,"Bedford"
"dayFriday1",-17.2224489795918,1.10337589198653,-15.608868296537,1.15282465966159e-12,-19.5240507588701,-14.9208472003136,"Bedford"
"dayMonday1",-18.1387755102041,1.10145307456494,-16.4680420156516,4.25054398199676e-13,-20.4363663626252,-15.841184657783,"Bedford"
"daySaturday1",-2.11122448979592,1.10145307456494,-1.91676299113317,0.069667963960391,-4.40881534221699,0.186366362625151,"Bedford"
"dayThursday1",-17.3336734693877,1.1065731629365,-15.6642814501209,1.07945464852879e-12,-19.6419446389987,-15.0254022997768,"Bedford"
"dayTuesday1",-17.7775510204082,1.10337589198653,-16.1119625229451,6.39155922929311e-13,-20.0791527996864,-15.4759492411299,"Bedford"
"dayWednesday1",-15.9163265306122,1.1065731629365,-14.3834380443272,5.20501735943681e-12,-18.2245977002231,-13.6080553610013,"Bedford"
"days_since_lockdown1",0.138775510204081,0.0375920361624705,3.6916199379119,0.00144514537033975,0.0603598968608711,0.217191123547291,"Bedford"
"(Intercept)2",-21.9265306122449,0.733113947469979,-29.908762052495,4.4530846747192e-18,-23.4557795093481,-20.3972817151417,"Blackburn with Darwen"
"dayFriday2",-9.67755102040816,0.870519527770578,-11.1169832630781,5.1828138816423e-10,-11.4934229354687,-7.86167910534759,"Blackburn with Darwen"
"dayMonday2",-8.91122448979592,0.869002501591203,-10.254544116362,2.06975073148851e-09,-10.7239319436978,-7.09851703589407,"Blackburn with Darwen"
"daySaturday2",-1.33877551020408,0.869002501591203,-1.54058878743466,0.139090508970103,-3.15148296410593,0.473931943697765,"Blackburn with Darwen"
"dayThursday2",-9.76632653061223,0.873042046902753,-11.1865477330213,4.6510677404134e-10,-11.5874603283775,-7.94519273284692,"Blackburn with Darwen"
"dayTuesday2",-9.32244897959183,0.870519527770578,-10.7090635904135,9.87780836449563e-10,-11.1383208946524,-7.50657706453126,"Blackburn with Darwen"
"dayWednesday2",-7.98367346938775,0.873042046902752,-9.1446608988777,1.3919199425127e-08,-9.80480726715306,-6.16253967162244,"Blackburn with Darwen"
"days_since_lockdown2",0.161224489795918,0.0296586157136082,5.43600859031137,2.54420421472949e-05,0.0993577015208261,0.22309127807101,"Blackburn with Darwen"
"(Intercept)3",-34.0306122448979,0.920548430417813,-36.9677586973369,6.91202768538685e-20,-35.9508426221875,-32.1103818676084,"Blackpool"
"dayFriday3",-0.301020408163268,1.09308435298877,-0.27538625664177,0.785844569583212,-2.58115441327609,1.97911359694956,"Blackpool"
"dayMonday3",-0.724489795918367,1.09117947029877,-0.663951087459514,0.51430361397868,-3.00065028536854,1.5516706935318,"Blackpool"
"daySaturday3",0.224489795918367,1.09117947029877,0.205731322874778,0.839080453158079,-2.0516706935318,2.50065028536854,"Blackpool"
"dayThursday3",-0.0765306122448681,1.09625180197243,-0.0698111620953969,0.945037275117886,-2.36327180015869,2.21021057566895,"Blackpool"
"dayTuesday3",0.801020408163267,1.09308435298877,0.732807496487418,0.472177925040747,-1.47911359694956,3.08115441327609,"Blackpool"
"dayWednesday3",1.0765306122449,1.09625180197243,0.982010346808969,0.337825766316646,-1.21021057566892,3.36327180015872,"Blackpool"
"days_since_lockdown3",0.224489795918367,0.037241403246724,6.02796286786305,6.81282473456646e-06,0.146805590020812,0.302174001815921,"Blackpool"
"(Intercept)4",-19.5683673469388,1.04143279062682,-18.7898513692477,3.54309101336329e-14,-21.7407580809704,-17.3959766129071,"Borough of Halton"
"dayFriday4",-15.480612244898,1.23662574451071,-12.5184295358682,6.41587105050529e-11,-18.0601683458952,-12.9010561439007,"Borough of Halton"
"dayMonday4",-15.134693877551,1.23447071688794,-12.2600671449746,9.29931163542998e-11,-17.7097546696993,-12.5596330854027,"Borough of Halton"
"daySaturday4",-3.36530612244898,1.23447071688794,-2.7261125569125,0.0130116929538989,-5.9403669145973,-0.790245330300655,"Borough of Halton"
"dayThursday4",-14.3459183673469,1.24020913580793,-11.567338082864,2.59408604040206e-10,-16.9329492916075,-11.7588874430864,"Borough of Halton"
"dayTuesday4",-15.019387755102,1.23662574451071,-12.1454593855675,1.09850888916693e-10,-17.5989438560993,-12.4398316541048,"Borough of Halton"
"dayWednesday4",-13.4040816326531,1.24020913580793,-10.8079204108757,8.43489944323298e-10,-15.9911125569136,-10.8170507083925,"Borough of Halton"
"days_since_lockdown4",0.13469387755102,0.0421318609956144,3.1969600764856,0.00452751596815373,0.0468083555488819,0.222579399553158,"Borough of Halton"
"(Intercept)5",-35.7887755102041,1.22241184230326,-29.2771832468271,6.76225861327706e-18,-38.3386819307536,-33.2388690896545,"Bracknell Forest"
"dayFriday5",-10.4479591836735,1.45152521429361,-7.19791780451985,5.72788678200479e-07,-13.4757877234747,-7.42013064387225,"Bracknell Forest"
"dayMonday5",-12.6510204081633,1.44899568832681,-8.73088892539891,2.94314363572568e-08,-15.6735724492588,-9.62846836706772,"Bracknell Forest"
"daySaturday5",7.65102040816327,1.44899568832681,5.28022303296024,3.62140339194483e-05,4.62846836706771,10.6735724492588,"Bracknell Forest"
"dayThursday5",-10.7969387755102,1.45573132341246,-7.41684856392355,3.67739177486936e-07,-13.8335411051886,-7.76033644583186,"Bracknell Forest"
"dayTuesday5",-12.3020408163265,1.45152521429361,-8.4752512014153,4.72552593367433e-08,-15.3298693561278,-9.2742122765253,"Bracknell Forest"
"dayWednesday5",-10.2030612244898,1.45573132341246,-7.00889034974686,8.44145454829754e-07,-13.2396635541681,-7.16645889481145,"Bracknell Forest"
"days_since_lockdown5",0.151020408163265,0.0494534897334236,3.05378667870221,0.00626746723073635,0.0478622362396059,0.254178580086924,"Bracknell Forest"
"(Intercept)6",-41.0030612244898,1.4367741181975,-28.538279403258,1.11472140297299e-17,-44.0001195170274,-38.0060029319522,"Brighton and Hove"
"dayFriday6",-8.05510204081632,1.70606483644549,-4.72145130052548,0.000130752842940097,-11.6138909283072,-4.49631315332543,"Brighton and Hove"
"dayMonday6",-9.72244897959184,1.70309173252531,-5.70870540553653,1.3797627700098e-05,-13.2750360809803,-6.16986187820334,"Brighton and Hove"
"daySaturday6",0.72244897959184,1.70309173252531,0.424198512502087,0.675948971344068,-2.83013812179666,4.27503608098034,"Brighton and Hove"
"dayThursday6",-8.3326530612245,1.71100852932471,-4.87002426838467,9.27209876302657e-05,-11.901754311356,-4.76355181109303,"Brighton and Hove"
"dayTuesday6",-8.94489795918367,1.70606483644549,-5.24300001271932,3.94152154763383e-05,-12.5036868466746,-5.38610907169277,"Brighton and Hove"
"dayWednesday6",-6.91734693877551,1.71100852932471,-4.04284772414642,0.000636451051659444,-10.486448188907,-3.34824568864405,"Brighton and Hove"
"days_since_lockdown6",0.222448979591837,0.0581256591638135,3.82703581846559,0.00105388546654389,0.101200979227888,0.343696979955786,"Brighton and Hove"
"(Intercept)7",-33.284693877551,0.761379860491258,-43.7162783056476,2.51348349490365e-21,-34.8729044360201,-31.6964833190819,"Bristol City"
"dayFriday7",-17.6244897959184,0.904083245034729,-19.4943218920525,1.75991761385707e-14,-19.5103743983463,-15.7386051934904,"Bristol City"
"dayMonday7",-19.1877551020408,0.90250772845262,-21.2604884114831,3.35222905502086e-15,-21.0703532344679,-17.3051569696137,"Bristol City"
"daySaturday7",-0.0622448979591828,0.90250772845262,-0.0689688254148291,0.945699341645741,-1.94484303038629,1.82035323446793,"Bristol City"
"dayThursday7",-17.6867346938775,0.90670302231706,-19.5066457909002,1.73886113919893e-14,-19.5780840559564,-15.7953853317987,"Bristol City"
"dayTuesday7",-18.6255102040816,0.904083245034729,-20.6015433936796,6.12915444532528e-15,-20.5113948065096,-16.7396256016537,"Bristol City"
"dayWednesday7",-17.5632653061224,0.906703022317059,-19.3704717794366,1.98697550220726e-14,-19.4546146682013,-15.6719159440436,"Bristol City"
"days_since_lockdown7",0.187755102040816,0.0308021321546547,6.09552290400271,5.87693385231115e-06,0.123502980268354,0.252007223813278,"Bristol City"
"(Intercept)8",-31.1510204081633,0.79233547306316,-39.3154433534747,2.04992664690124e-20,-32.8038032429451,-29.4982375733814,"Buckinghamshire"
"dayFriday8",-11.4683673469388,0.940840785020073,-12.1894878809852,1.03025732624191e-10,-13.4309268341876,-9.50580785968998,"Buckinghamshire"
"dayMonday8",-12.8908163265306,0.939201212263842,-13.7252977937057,1.22319528109093e-11,-14.8499557249408,-10.9316769281205,"Buckinghamshire"
"daySaturday8",2.64081632653061,0.939201212263842,2.81176843901768,0.0107728679580802,0.681676928120448,4.59995572494078,"Buckinghamshire"
"dayThursday8",-11.3275510204082,0.943567075246579,-12.0050299735691,1.34952441182112e-10,-13.2957974494161,-9.35930459140023,"Buckinghamshire"
"dayTuesday8",-12.5316326530612,0.940840785020073,-13.3196103449043,2.10648166380854e-11,-14.49419214031,-10.5690731658124,"Buckinghamshire"
"dayWednesday8",-10.4224489795918,0.943567075246579,-11.0457955274331,5.79295531990734e-10,-12.3906954085998,-8.45420255058391,"Buckinghamshire"
"days_since_lockdown8",0.140816326530612,0.0320544621923218,4.39303350921116,0.000280745193195281,0.073951890075663,0.207680762985561,"Buckinghamshire"
"(Intercept)9",-28.5744897959184,0.826910217690904,-34.555734328342,2.61237306404673e-19,-30.2993942841922,-26.8495853076445,"Cambridgeshire"
"dayFriday9",-15.0908163265306,0.981895781272705,-15.3690611716147,1.53589970630641e-12,-17.13901503529,-13.0426176177712,"Cambridgeshire"
"dayMonday9",-15.3295918367347,0.980184663304537,-15.6394936695433,1.11165193865195e-12,-17.3742212159586,-13.2849624575108,"Cambridgeshire"
"daySaturday9",1.0795918367347,0.980184663304537,1.10141678109411,0.283794596146075,-0.965037542489167,3.12422121595856,"Cambridgeshire"
"dayThursday9",-12.7612244897959,0.984741037254963,-12.958964851682,3.45412070297374e-11,-14.8153582985324,-10.7070906810594,"Cambridgeshire"
"dayTuesday9",-14.6591836734694,0.981895781272705,-14.9294700650089,2.62496190628965e-12,-16.7073823822288,-12.61098496471,"Cambridgeshire"
"dayWednesday9",-11.9887755102041,0.984741037254963,-12.1745464610916,1.05290880124242e-10,-14.0429093189406,-9.93464170146755,"Cambridgeshire"
"days_since_lockdown9",0.0795918367346936,0.0334532066410521,2.37919902832341,0.0274219704236396,0.00980967048762718,0.14937400298176,"Cambridgeshire"
"(Intercept)10",-23.1510204081633,0.982980321456053,-23.5518655896086,4.66596909243298e-16,-25.2014814281022,-21.1005593882243,"Central Bedfordshire"
"dayFriday10",-14.2183673469388,1.16721768586559,-12.1814187011694,1.04242648089845e-10,-16.6531407746566,-11.7835939192209,"Central Bedfordshire"
"dayMonday10",-15.3908163265306,1.16518361341804,-13.2089193061873,2.44893278350355e-11,-17.8213467534738,-12.9602858995874,"Central Bedfordshire"
"daySaturday10",0.890816326530617,1.16518361341804,0.764528711416929,0.453478982811076,-1.53971410041258,3.32134675347381,"Central Bedfordshire"
"dayThursday10",-14.5775510204082,1.17059995225948,-12.4530596402902,7.04357416891393e-11,-17.0193797321926,-12.1357223086237,"Central Bedfordshire"
"dayTuesday10",-15.0316326530612,1.16721768586559,-12.8781741701541,3.86461694666592e-11,-17.4664060807791,-12.5968592253433,"Central Bedfordshire"
"dayWednesday10",-13.1724489795918,1.17059995225948,-11.2527332280908,4.19781479319282e-10,-15.6142776913763,-10.7306202678074,"Central Bedfordshire"
"days_since_lockdown10",0.140816326530612,0.0397671272095093,3.54102336305901,0.0020506504203172,0.0578635527688039,0.22376910029242,"Central Bedfordshire"
"(Intercept)11",-29.7,0.933314417412093,-31.8220735112531,1.32022704687896e-18,-31.6468597595279,-27.7531402404721,"Cheshire East"
"dayFriday11",-12.35,1.10824303467548,-11.1437650529574,4.97096138768174e-10,-14.66175446102,-10.03824553898,"Cheshire East"
"dayMonday11",-13.2,1.106311735442,-11.9315375378589,1.50409909980395e-10,-15.5077258414133,-10.8922741585867,"Cheshire East"
"daySaturday11",-1.3,1.106311735442,-1.17507566660731,0.25376512658562,-3.60772584141327,1.00772584141327,"Cheshire East"
"dayThursday11",-11.9,1.11145440922698,-10.7066919715371,9.91542796761147e-10,-14.2184532709499,-9.58154672905004,"Cheshire East"
"dayTuesday11",-12.4,1.10824303467548,-11.1888815106616,4.63424721743654e-10,-14.71175446102,-10.08824553898,"Cheshire East"
"dayWednesday11",-10.85,1.11145440922698,-9.76198385640147,4.73648402833418e-09,-13.16845327095,-8.53154672905005,"Cheshire East"
"days_since_lockdown11",0.2,0.0377578597999991,5.29691039321048,3.48661188365834e-05,0.121238484610212,0.278761515389787,"Cheshire East"
"(Intercept)12",-33.115306122449,0.927022030966658,-35.7222428553481,1.35847964506891e-19,-35.0490401938556,-31.1815720510424,"Cheshire West and Chester"
"dayFriday12",-8.82551020408163,1.10077128312044,-8.01756944372977,1.12679869012655e-07,-11.1216788644708,-6.52934154369246,"Cheshire West and Chester"
"dayMonday12",-8.21224489795918,1.09885300466633,-7.47346993918702,3.28263579024447e-07,-10.5044120996114,-5.92007769630694,"Cheshire West and Chester"
"daySaturday12",-1.28775510204081,1.09885300466633,-1.17190843231287,0.255005493247883,-3.57992230369305,1.00441209961142,"Cheshire West and Chester"
"dayThursday12",-8.36326530612244,1.10396100665132,-7.57568904674543,2.6771015603404e-07,-10.6660876132039,-6.06044299904096,"Cheshire West and Chester"
"dayTuesday12",-8.42448979591836,1.10077128312044,-7.6532608772613,2.29544970918126e-07,-10.7206584563075,-6.12832113552919,"Cheshire West and Chester"
"dayWednesday12",-6.63673469387755,1.10396100665132,-6.01174738409375,7.05938113247803e-06,-8.93955700095902,-4.33391238679607,"Cheshire West and Chester"
"days_since_lockdown12",0.212244897959183,0.0375032970923181,5.65936636015552,1.54036983311778e-05,0.134014391072656,0.290475404845711,"Cheshire West and Chester"
"(Intercept)13",-34.8357142857143,1.30702185232267,-26.6527405213682,4.23012076921674e-17,-37.5621140944371,-32.1093144769915,"Cornwall"
"dayFriday13",-1.04285714285714,1.5519934514905,-0.671946870559025,0.509305956321945,-4.28025875306232,2.19454446734803,"Cornwall"
"dayMonday13",1.27142857142857,1.54928884278154,0.820653022418914,0.42151814442265,-1.96033132387055,4.50318846672769,"Cornwall"
"daySaturday13",1.22857142857143,1.54928884278154,0.792990560989062,0.437090081912936,-2.00318846672769,4.46033132387055,"Cornwall"
"dayThursday13",2.93571428571431,1.55649068911643,1.88611104855425,0.0738874725915919,-0.31106839779222,6.18249696922084,"Cornwall"
"dayTuesday13",-1.95714285714286,1.5519934514905,-1.26105097625461,0.221802792021793,-5.19454446734803,1.28025875306232,"Cornwall"
"dayWednesday13",3.81428571428571,1.55649068911643,2.45056763972739,0.0235888691822011,0.567503030779187,7.06106839779224,"Cornwall"
"days_since_lockdown13",0.228571428571428,0.052876444352348,4.32274581566637,0.000330811944717559,0.118273098431043,0.338869758711813,"Cornwall"
"(Intercept)14",-27.7316326530612,0.923584275185237,-30.0260987526008,4.12438147392679e-18,-29.6581956915671,-25.8050696145552,"County Durham"
"dayFriday14",-6.91938775510205,1.09668919799607,-6.30934248987363,3.69542290715049e-06,-9.20704133513317,-4.63173417507093,"County Durham"
"dayMonday14",-7.41530612244898,1.09477803325947,-6.773342081382,1.37784826036213e-06,-9.69897308269785,-5.13163916220012,"County Durham"
"daySaturday14",1.41530612244898,1.09477803325947,1.29277906520942,0.210823253363075,-0.868360837799886,3.69897308269784,"County Durham"
"dayThursday14",-6.25408163265303,1.09986709279997,-5.68621579242979,1.4507320078501e-05,-8.54836418508433,-3.95979908022172,"County Durham"
"dayTuesday14",-7.58061224489796,1.09668919799607,-6.91227036680005,1.03112209086613e-06,-9.86826582492908,-5.29295866486684,"County Durham"
"dayWednesday14",-3.99591836734694,1.09986709279997,-3.6330920285781,0.00165596940882778,-6.29020091977825,-1.70163581491563,"County Durham"
"days_since_lockdown14",0.165306122448979,0.0373642203799049,4.42418229975656,0.000261065796179378,0.0873657245009106,0.243246520397046,"County Durham"
"(Intercept)15",-33.3969387755102,1.18767322110642,-28.1196360935023,1.48781288645579e-17,-35.8743817020347,-30.9194958489857,"Cumbria"
"dayFriday15",-3.14489795918367,1.4102756265262,-2.2299881668736,0.037367574697332,-6.08668136668729,-0.203114551680058,"Cumbria"
"dayMonday15",-1.67755102040816,1.40781798487966,-1.19159652627364,0.247368389881094,-4.61420787727062,1.25910583645429,"Cumbria"
"daySaturday15",-2.32244897959184,1.40781798487966,-1.64967986240804,0.114626891158695,-5.25910583645429,0.61420787727062,"Cumbria"
"dayThursday15",0.282653061224517,1.41436220601818,0.199844891232116,0.843619853687731,-2.66765480172371,3.23296092417274,"Cumbria"
"dayTuesday15",-1.60510204081633,1.4102756265262,-1.13814775681122,0.268509739400365,-4.54688544831994,1.33668136668729,"Cumbria"
"dayWednesday15",-0.782653061224488,1.41436220601817,-0.553361124819557,0.58614956470582,-3.73296092417271,2.16765480172374,"Cumbria"
"days_since_lockdown15",0.177551020408163,0.0480481155483417,3.69527542093772,0.00143289706889073,0.0773244076643151,0.27777763315201,"Cumbria"
"(Intercept)16",-23.4897959183673,0.903105614036435,-26.0100209247727,6.80299100431286e-17,-25.3736412182679,-21.6059506184667,"Darlington"
"dayFriday16",-13.5663265306122,1.07237227633041,-12.6507620814624,5.31740116988847e-11,-15.8032559008988,-11.3293971603257,"Darlington"
"dayMonday16",-12.0918367346939,1.07050348790542,-11.2954669193588,3.92984264342081e-10,-14.3248678806352,-9.85880558875256,"Darlington"
"daySaturday16",-5.90816326530612,1.07050348790542,-5.51905092515507,2.10988419136198e-05,-8.14119441124744,-3.67513211936481,"Darlington"
"dayThursday16",-11.4744897959184,1.07547970757987,-10.669182984158,1.05306742629725e-09,-13.7179011542061,-9.23107843763056,"Darlington"
"dayTuesday16",-11.9336734693878,1.07237227633041,-11.1282935346147,5.09222045146077e-10,-14.1706028396743,-9.69674409910122,"Darlington"
"dayWednesday16",-11.0255102040816,1.07547970757987,-10.2517138411585,2.07945548432408e-09,-13.2689215623694,-8.78209884579384,"Darlington"
"days_since_lockdown16",0.0918367346938771,0.0365357424285065,2.51361348065074,0.0206246599513636,0.0156245114692919,0.168048957918462,"Darlington"
"(Intercept)17",-28.7295918367347,0.732766746907067,-39.2070081755201,2.1648832708496e-20,-30.2581164861547,-27.2010671873146,"Derby"
"dayFriday17",-11.8826530612245,0.870107252337665,-13.6565383512206,1.33999283945027e-11,-13.6976649848018,-10.0676411376472,"Derby"
"dayMonday17",-12.1836734693878,0.868590944617331,-14.0269404659237,8.2345845372949e-12,-13.9955224304856,-10.3718245082899,"Derby"
"daySaturday17",-0.56632653061224,0.868590944617331,-0.652006026682378,0.521820578627516,-2.37817549171012,1.24552243048564,"Derby"
"dayThursday17",-10.9489795918367,0.872628576812358,-12.5471247249688,6.15904642906326e-11,-12.7692509061069,-9.1287082775665,"Derby"
"dayTuesday17",-11.1173469387755,0.870107252337666,-12.7769845716229,4.45177826703067e-11,-12.9323588623528,-9.3023350151982,"Derby"
"dayWednesday17",-10.0510204081633,0.872628576812358,-11.5180967885315,2.79524233744314e-10,-11.8712917224335,-8.23074909389304,"Derby"
"days_since_lockdown17",0.183673469387755,0.0296445694823143,6.19585551739358,4.72383955632107e-06,0.121835981037714,0.245510957737795,"Derby"
"(Intercept)18",-29.6744897959183,0.739335676682454,-40.1366939697455,1.36243392258441e-20,-31.2167169927375,-28.1322625990992,"Derbyshire"
"dayFriday18",-8.39081632653061,0.87790737899705,-9.55774666812409,6.73190118176607e-09,-10.2220990292034,-6.55953362385778,"Derbyshire"
"dayMonday18",-7.42959183673469,0.876377478248682,-8.47761611991866,4.70468977912387e-08,-9.25768322236848,-5.60150045110091,"Derbyshire"
"daySaturday18",-0.320408163265304,0.876377478248682,-0.365605200062414,0.718497999604867,-2.14849954889909,1.50768322236848,"Derbyshire"
"dayThursday18",-6.46122448979589,0.88045130603045,-7.33853700430815,4.30584651303332e-07,-8.2978137312729,-4.62463524831888,"Derbyshire"
"dayTuesday18",-7.10918367346938,0.877907378997051,-8.09787438122589,9.65520784736831e-08,-8.94046637614221,-5.27790097079655,"Derbyshire"
"dayWednesday18",-7.03877551020408,0.880451306030449,-7.99450856849618,1.17809276694522e-07,-8.87536475168108,-5.20218626872707,"Derbyshire"
"days_since_lockdown18",0.179591836734693,0.0299103199356105,6.00434355504422,7.17498053488208e-06,0.117200002652982,0.241983670816404,"Derbyshire"
"(Intercept)19",-35.3397959183673,1.25831544836613,-28.0850052061704,1.5240516309904e-17,-37.964595948789,-32.7149958879456,"Devon"
"dayFriday19",-0.366326530612247,1.49415813691494,-0.245172529976391,0.808820961717268,-3.48308578865168,2.75043272742719,"Devon"
"dayMonday19",-1.94183673469388,1.49155431593504,-1.30188804654865,0.207750480037881,-5.05316451734601,1.16949104795825,"Devon"
"daySaturday19",0.191836734693877,1.49155431593504,0.128615319364764,0.898946608864273,-2.91949104795825,3.303164517346,"Devon"
"dayThursday19",-1.92448979591834,1.49848778417342,-1.28428794431575,0.213719354722288,-5.05028053987852,1.20130094804183,"Devon"
"dayTuesday19",-0.133673469387753,1.49415813691494,-0.0894640708270379,0.929602959389872,-3.25043272742719,2.98308578865168,"Devon"
"dayWednesday19",-0.575510204081631,1.49848778417342,-0.38406065779114,0.704986284659264,-3.7013009480418,2.55028053987854,"Devon"
"days_since_lockdown19",0.191836734693877,0.0509059941614544,3.76845080533039,0.00120825090990143,0.0856486916263535,0.2980247777614,"Devon"
"(Intercept)20",-35.7530612244898,1.12370653116369,-31.8170805570246,1.32429995728201e-18,-38.0970719739512,-33.4090504750284,"Dorset"
"dayFriday20",-4.80510204081633,1.33431983150394,-3.60116212572543,0.00178352099141423,-7.58844443629549,-2.02175964533716,"Dorset"
"dayMonday20",-5.72244897959184,1.33199455556069,-4.29615042771929,0.000352016302246878,-8.50094093444858,-2.94395702473509,"Dorset"
"daySaturday20",-1.02755102040816,1.33199455556069,-0.771437853194245,0.449466571733039,-3.80604297526491,1.75094093444858,"Dorset"
"dayThursday20",-2.83265306122447,1.33818631260635,-2.11678525967537,0.0470098482133682,-5.62406079495282,-0.0412453274961218,"Dorset"
"dayTuesday20",-4.44489795918367,1.33431983150394,-3.33120879585049,0.00332898887086285,-7.22824035466284,-1.66155556370451,"Dorset"
"dayWednesday20",-3.66734693877551,1.33818631260635,-2.74053538302354,0.0126059955690171,-6.45875467250385,-0.875939205047161,"Dorset"
"days_since_lockdown20",0.222448979591836,0.0454603002680158,4.89325803570073,8.7880847945724e-05,0.127620454931025,0.317277504252648,"Dorset"
"(Intercept)21",-27.7061224489796,1.18058128828941,-23.4682039464848,4.99828025935321e-16,-30.1687718628773,-25.2434730350818,"East Riding of Yorkshire"
