"","acf","lag","interval"
"1077",-0.147918016071743,-13,"160"
"1078",-0.142267433000845,-12,"160"
"1079",-0.137202276328814,-11,"160"
"1080",-0.132779967585936,-10,"160"
"1081",-0.129481409171345,-9,"160"
"1082",-0.127309768365022,-8,"160"
"1083",-0.127548254033725,-7,"160"
"1084",-0.127886300140491,-6,"160"
"1085",-0.128244689623104,-5,"160"
"1086",-0.1287953234924,-4,"160"
"1087",-0.129360528048852,-3,"160"
"1088",-0.130095140694276,-2,"160"
"1089",-0.130832201898367,-1,"160"
"1090",-0.130018011545293,0,"160"
"1091",-0.119162960068679,1,"160"
"1092",-0.108685566342051,2,"160"
"1093",-0.0990038563182234,3,"160"
"1094",-0.089990677671217,4,"160"
"1095",-0.0818247502731064,5,"160"
"1096",-0.0746706977223751,6,"160"
"1097",-0.0682510193806758,7,"160"
"1098",-0.0627523663623243,8,"160"
"1099",-0.0586326375025088,9,"160"
"1100",-0.0551951121073844,10,"160"
"1101",-0.0521589034246054,11,"160"
"1102",-0.0501765689576954,12,"160"
"1103",-0.0485701320029507,13,"160"
"1104",-0.0477835072616041,14,"160"
"1105",-0.0480838971929442,15,"160"
"1106",-0.048909228290436,16,"160"
"1107",-0.0501619218018862,17,"160"
"1108",-0.0519269379579266,18,"160"
"1109",-0.0540539777953054,19,"160"
"1110",-0.0562780242304364,20,"160"
"1111",-0.0577563465470772,21,"160"
"1112",-0.0583292006945353,22,"160"
"1113",-0.0581217749752663,23,"160"
"1114",-0.0570678470307933,24,"160"
"1115",-0.0552026166695299,25,"160"
"1116",-0.0531115249319162,26,"160"
"1117",-0.0506259131371491,27,"160"
"1118",-0.0476146970423683,28,"160"
"1119",-0.0443084048907859,29,"160"
"1120",-0.040743187263509,30,"160"
"1121",-0.0369746819879855,31,"160"
"1122",-0.0305637116352943,32,"160"
"1123",-0.0236714546851859,33,"160"
"1124",-0.015765798554308,34,"160"
"1125",-0.00630880927569123,35,"160"
"1126",0.00373347702461886,36,"160"
"1127",0.0137173706493646,37,"160"
"1128",0.0239958917899011,38,"160"
"1129",0.0323965788506665,39,"160"
"1130",0.0410160938692952,40,"160"
"1131",0.0495311171363722,41,"160"
"1132",0.0577796304178634,42,"160"
"1133",0.0665509617121261,43,"160"
"1134",0.0768185372677347,44,"160"
"1135",0.0878653225546774,45,"160"
"1136",0.0996963121288024,46,"160"
"1137",0.112283255535267,47,"160"
"1138",0.1264991372924,48,"160"
"1139",0.141888964461272,49,"160"
"1140",0.158055538447585,50,"160"
"1141",0.174522940776941,51,"160"
"1142",0.19167979189165,52,"160"
"1143",0.209290683622393,53,"160"
"1144",0.227447356323481,54,"160"
"1145",0.246790487514106,55,"160"
"1146",0.26726332038094,56,"160"
"1147",0.287186225733026,57,"160"
"1148",0.305919482709384,58,"160"
"1149",0.323852141933391,59,"160"
"1150",0.341314365649153,60,"160"
"1151",0.358344164915537,61,"160"
"1152",0.374495990306823,62,"160"
"1153",0.39016515937675,63,"160"
"1154",0.406304054686209,64,"160"
"1155",0.423333649048084,65,"160"
"1156",0.441091450004518,66,"160"
"1157",0.459827211785662,67,"160"
"1158",0.480570001991836,68,"160"
"1159",0.501821493987479,69,"160"
"1160",0.521152310873746,70,"160"
"1161",0.537361835334508,71,"160"
"1162",0.550407522253135,72,"160"
"1163",0.56077468740528,73,"160"
"1164",0.568295157300534,74,"160"
"1165",0.572592130904893,75,"160"
"1166",0.575528784206011,76,"160"
"1167",0.578598796031602,77,"160"
"1168",0.581020655771846,78,"160"
"1169",0.58231633716805,79,"160"
"1170",0.582454650387281,80,"160"
"1171",0.581180838682891,81,"160"
"1172",0.578476119857625,82,"160"
"1173",0.574603079102909,83,"160"
"1174",0.569275685091504,84,"160"
"1175",0.56261322795832,85,"160"
"1176",0.552748878642536,86,"160"
"1177",0.538219377023709,87,"160"
"1178",0.519339838359786,88,"160"
"1179",0.49619395485302,89,"160"
"1180",0.468398101163877,90,"160"
"1181",0.434571659414695,91,"160"
"1182",0.392067987344868,92,"160"
"1183",0.331701582004372,93,"160"
"1184",0.270938152513047,94,"160"
"1185",0.221051656953917,95,"160"
"1186",0.177665207116634,96,"160"
"1187",0.139185340663482,97,"160"
"1188",0.10463689815605,98,"160"
"1189",0.0725822722918563,99,"160"
"1190",0.042627188612917,100,"160"
"1191",0.0144094689826261,101,"160"
"1192",-0.0121940918676106,102,"160"
"1193",-0.0374480309195786,103,"160"
"1194",-0.0619377639085387,104,"160"
"1195",-0.0852128988493019,105,"160"
"1196",-0.107131429249165,106,"160"
"1197",-0.127681477212306,107,"160"
"1198",-0.14717343393903,108,"160"
"1199",-0.165767175033945,109,"160"
"1200",-0.182862660041981,110,"160"
"1201",-0.198620759841587,111,"160"
"1202",-0.213211019257278,112,"160"
"1203",-0.226783580745795,113,"160"
"1204",-0.23925522530613,114,"160"
"1205",-0.250789566238068,115,"160"
"1206",-0.261291076889624,116,"160"
"1207",-0.270031865981236,117,"160"
"1208",-0.276779980730146,118,"160"
"1209",-0.282552227977167,119,"160"
"1210",-0.287500881323629,120,"160"
"1211",-0.291651477228795,121,"160"
"1212",-0.294901408465243,122,"160"
"1213",-0.297269709191387,123,"160"
"1214",-0.299284898300592,124,"160"
"1215",-0.301104874343204,125,"160"
"1216",-0.302126302378441,126,"160"
"1217",-0.30226631220215,127,"160"
"1218",-0.301549243204312,128,"160"
"1219",-0.299871204487324,129,"160"
"1220",-0.295372170589581,130,"160"
"1221",-0.289190385362604,131,"160"
"1222",-0.281339527683976,132,"160"
"1223",-0.272833269255716,133,"160"
"1224",-0.263686846998098,134,"160"
"1225",-0.253907868890604,135,"160"
"1226",-0.243636832181599,136,"160"
"1227",-0.234774820330099,137,"160"
"1228",-0.225214658912224,138,"160"
"1229",-0.214854378706532,139,"160"
"1230",-0.203966536524009,140,"160"
"1231",-0.192592282597119,141,"160"
"1232",-0.180772727886213,142,"160"
"1233",-0.168548981633265,143,"160"
"1234",-0.155842372551254,144,"160"
"1235",-0.142437197944367,145,"160"
"1236",-0.128482764803771,146,"160"
"1237",-0.112875450300647,147,"160"
"1238",-0.0971295526167258,148,"160"
"1239",-0.0812554684771483,149,"160"
"1240",-0.0651306001877176,150,"160"
"1241",-0.0488717327203865,151,"160"
"1242",-0.0323403375473032,152,"160"
"1243",-0.0156395550065549,153,"160"
"1244",0.00692164252857397,-173,"180"
"1245",0.0144901864061991,-172,"180"
"1246",0.0225390884027284,-171,"180"
"1247",0.0300873060713828,-170,"180"
"1248",0.0372510319969018,-169,"180"
"1249",0.0443804376322073,-168,"180"
"1250",0.0513428874865454,-167,"180"
"1251",0.0582472355680497,-166,"180"
"1252",0.0648438524266588,-165,"180"
"1253",0.071134567158333,-164,"180"
"1254",0.0772318660280865,-163,"180"
"1255",0.0830048743368715,-162,"180"
"1256",0.0882105840774056,-161,"180"
"1257",0.092732655979069,-160,"180"
"1258",0.0967014386331215,-159,"180"
"1259",0.100131004229954,-158,"180"
"1260",0.103152011629111,-157,"180"
"1261",0.105301218689499,-156,"180"
"1262",0.106728077391014,-155,"180"
"1263",0.107575109822525,-154,"180"
"1264",0.108217899770906,-153,"180"
"1265",0.108308914978441,-152,"180"
"1266",0.108117531840093,-151,"180"
"1267",0.107543997461701,-150,"180"
"1268",0.106851563621069,-149,"180"
"1269",0.106068959417614,-148,"180"
"1270",0.10498837555924,-147,"180"
"1271",0.103421592630356,-146,"180"
"1272",0.101778103059296,-145,"180"
"1273",0.0998647974936871,-144,"180"
"1274",0.0977232244923397,-143,"180"
"1275",0.095872707806309,-142,"180"
"1276",0.0940922146916135,-141,"180"
"1277",0.0924070515853618,-140,"180"
"1278",0.0908413255916563,-139,"180"
"1279",0.0893001959123082,-138,"180"
"1280",0.0879209975042696,-137,"180"
"1281",0.0868302157995178,-136,"180"
"1282",0.0860323743537143,-135,"180"
"1283",0.0854110804521804,-134,"180"
"1284",0.0844991884567067,-133,"180"
"1285",0.0833133135945248,-132,"180"
"1286",0.0818710500352631,-131,"180"
"1287",0.0799514471854947,-130,"180"
"1288",0.0774556479379268,-129,"180"
"1289",0.074994173558887,-128,"180"
"1290",0.0726782286430921,-127,"180"
"1291",0.0703724058335255,-126,"180"
"1292",0.0679387064427742,-125,"180"
"1293",0.0653694028216959,-124,"180"
"1294",0.0627680761654073,-123,"180"
"1295",0.0580040098430438,-122,"180"
"1296",0.0535137851968866,-121,"180"
"1297",0.0490481781734017,-120,"180"
"1298",0.0443578703468491,-119,"180"
"1299",0.0396860008952396,-118,"180"
"1300",0.0352605636791032,-117,"180"
"1301",0.0309447461088424,-116,"180"
"1302",0.0289627262861235,-115,"180"
"1303",0.0272015513176876,-114,"180"
"1304",0.0257480209354543,-113,"180"
"1305",0.0243349912681346,-112,"180"
"1306",0.0229346013444996,-111,"180"
"1307",0.021166866855108,-110,"180"
"1308",0.0194894411729263,-109,"180"
"1309",0.0175179634615963,-108,"180"
"1310",0.0152419565106929,-107,"180"
"1311",0.0124156279494481,-106,"180"
"1312",0.00938797119187535,-105,"180"
"1313",0.00601967458850289,-104,"180"
"1314",0.00252999088092401,-103,"180"
"1315",-0.00133001986689351,-102,"180"
"1316",-0.00533018246843128,-101,"180"
"1317",-0.00936535416532103,-100,"180"
"1318",-0.0134641481316833,-99,"180"
"1319",-0.0177761010441179,-98,"180"
"1320",-0.0223416915400005,-97,"180"
"1321",-0.0271967194973103,-96,"180"
"1322",-0.0324002571452969,-95,"180"
"1323",-0.0380194097598675,-94,"180"
"1324",-0.0441315892019136,-93,"180"
"1325",-0.0506901547886843,-92,"180"
"1326",-0.0580161862143397,-91,"180"
"1327",-0.0660773598576473,-90,"180"
"1328",-0.0749790991076655,-89,"180"
"1329",-0.0848252339892133,-88,"180"
"1330",-0.0959229477631477,-87,"180"
"1331",-0.108286839066831,-86,"180"
"1332",-0.122304060638588,-85,"180"
"1333",-0.137663752253104,-84,"180"
"1334",-0.154814417856365,-83,"180"
"1335",-0.174641127875817,-82,"180"
"1336",-0.201371961089755,-81,"180"
"1337",-0.229090689603705,-80,"180"
"1338",-0.253667719674606,-79,"180"
"1339",-0.274803240483094,-78,"180"
"1340",-0.293197796630888,-77,"180"
"1341",-0.309714551294989,-76,"180"
"1342",-0.324835918021187,-75,"180"
"1343",-0.338558280017885,-74,"180"
"1344",-0.350853369597079,-73,"180"
"1345",-0.361652963270726,-72,"180"
"1346",-0.371343912501874,-71,"180"
"1347",-0.379868922334148,-70,"180"
"1348",-0.386994778202189,-69,"180"
"1349",-0.392691105104683,-68,"180"
"1350",-0.397115185791877,-67,"180"
"1351",-0.40044469039001,-66,"180"
"1352",-0.402994281282189,-65,"180"
"1353",-0.404481217093759,-64,"180"
"1354",-0.404832106421532,-63,"180"
"1355",-0.404510904558752,-62,"180"
"1356",-0.403753888419698,-61,"180"
"1357",-0.402308485383777,-60,"180"
"1358",-0.400326168694241,-59,"180"
"1359",-0.397972185072505,-58,"180"
"1360",-0.395799750041029,-57,"180"
"1361",-0.393134652583403,-56,"180"
"1362",-0.38964995526646,-55,"180"
"1363",-0.385149760575445,-54,"180"
"1364",-0.380152725337768,-53,"180"
"1365",-0.37469353348391,-52,"180"
"1366",-0.368652053142018,-51,"180"
"1367",-0.361886988388431,-50,"180"
"1368",-0.354862656775454,-49,"180"
"1369",-0.347400398610156,-48,"180"
"1370",-0.339470473483228,-47,"180"
"1371",-0.330716760716793,-46,"180"
"1372",-0.321070947401805,-45,"180"
"1373",-0.311213653748531,-44,"180"
"1374",-0.300836154052203,-43,"180"
"1375",-0.289470940571564,-42,"180"
"1376",-0.276545154797403,-41,"180"
"1377",-0.262229758248833,-40,"180"
"1378",-0.246706286982019,-39,"180"
"1379",-0.230171367056937,-38,"180"
"1380",-0.213571533595819,-37,"180"
"1381",-0.19790934733985,-36,"180"
"1382",-0.182523495254219,-35,"180"
"1383",-0.166985596134502,-34,"180"
"1384",-0.151077105088926,-33,"180"
"1385",-0.134894036469864,-32,"180"
"1386",-0.118459229706772,-31,"180"
"1387",-0.100220082793305,-30,"180"
"1388",-0.0821954498379207,-29,"180"
"1389",-0.0661705307635909,-28,"180"
"1390",-0.0515651103946272,-27,"180"
"1391",-0.0385126895596163,-26,"180"
"1392",-0.0275933902470717,-25,"180"
"1393",-0.0204829834760655,-24,"180"
"1394",-0.0171644435226144,-23,"180"
"1395",-0.0156577925752439,-22,"180"
"1396",-0.0135259862424579,-21,"180"
"1397",-0.0108510250211314,-20,"180"
"1398",-0.00766501453826528,-19,"180"
"1399",-0.00365316561508875,-18,"180"
"1400",0.0024531314844688,-17,"180"
"1401",0.00862830360740484,-16,"180"
"1402",0.0148616845643263,-15,"180"
"1403",0.0213577811576718,-14,"180"
"1404",0.0276838864912944,-13,"180"
"1405",0.0337285408443907,-12,"180"
"1406",0.0393790560985394,-11,"180"
"1407",0.0446337385886033,-10,"180"
"1408",0.0491563697719389,-9,"180"
"1409",0.0529503237702139,-8,"180"
"1410",0.0551107687895537,-7,"180"
"1411",0.0573728227904643,-6,"180"
"1412",0.0598045541015568,-5,"180"
"1413",0.0622742387242931,-4,"180"
"1414",0.0648912816251253,-3,"180"
"1415",0.0675139469251224,-2,"180"
"1416",0.0702276604979894,-1,"180"
"1417",0.0741223877346341,0,"180"
"1418",0.0871379601257162,1,"180"
"1419",0.0986473241780444,2,"180"
"1420",0.108622810693605,3,"180"
"1421",0.11801621474238,4,"180"
"1422",0.126760575176726,5,"180"
"1423",0.134357165313432,6,"180"
"1424",0.140942659607097,7,"180"
"1425",0.146035815410469,8,"180"
"1426",0.149804805892125,9,"180"
"1427",0.152611764288663,10,"180"
"1428",0.154563201615308,11,"180"
"1429",0.155653692367758,12,"180"
"1430",0.156472359798563,13,"180"
"1431",0.156779150733564,14,"180"
"1432",0.156239888937106,15,"180"
"1433",0.1552148232199,16,"180"
"1434",0.153769586834076,17,"180"
"1435",0.152420101991937,18,"180"
"1436",0.151174656869677,19,"180"
"1437",0.150030931048845,20,"180"
"1438",0.148909589906146,21,"180"
"1439",0.148299074395882,22,"180"
"1440",0.147858955893511,23,"180"
"1441",0.147557101082186,24,"180"
"1442",0.147020907056444,25,"180"
"1443",0.146282824090839,26,"180"
"1444",0.145822743676141,27,"180"
"1445",0.145887498270584,28,"180"
"1446",0.145829104866421,29,"180"
"1447",0.145857400393803,30,"180"
"1448",0.146027258914993,31,"180"
"1449",0.146004591782762,32,"180"
"1450",0.146297385215593,33,"180"
"1451",0.147129324354327,34,"180"
"1452",0.148728468731949,35,"180"
"1453",0.15062488800978,36,"180"
"1454",0.152373323433151,37,"180"
"1455",0.154036305991125,38,"180"
"1456",0.155787858113807,39,"180"
"1457",0.157731931113911,40,"180"
"1458",0.160196563209083,41,"180"
"1459",0.16285487299702,42,"180"
"1460",0.166360877798445,43,"180"
"1461",0.171450146962882,44,"180"
"1462",0.178073058981245,45,"180"
"1463",0.185335536273796,46,"180"
"1464",0.193100266214223,47,"180"
"1465",0.2019990727624,48,"180"
"1466",0.212093125069022,49,"180"
"1467",0.222964225874584,50,"180"
"1468",0.234315716796239,51,"180"
"1469",0.248422188035562,52,"180"
"1470",0.262906360284035,53,"180"
"1471",0.278182326843979,54,"180"
"1472",0.295006130564637,55,"180"
"1473",0.312984302138991,56,"180"
"1474",0.330499738346631,57,"180"
"1475",0.34714076797803,58,"180"
"1476",0.360940667962052,59,"180"
"1477",0.374194730379626,60,"180"
"1478",0.386811655034453,61,"180"
"1479",0.398768888206622,62,"180"
"1480",0.41018395093795,63,"180"
"1481",0.422294593925069,64,"180"
"1482",0.434965707882645,65,"180"
"1483",0.448425244713217,66,"180"
"1484",0.462777779120759,67,"180"
"1485",0.47920520920827,68,"180"
"1486",0.495924069151233,69,"180"
"1487",0.511482629783313,70,"180"
"1488",0.524663738493951,71,"180"
"1489",0.535572594729623,72,"180"
"1490",0.544264269112564,73,"180"
"1491",0.550687240535914,74,"180"
"1492",0.554022710239636,75,"180"
"1493",0.556417309236175,76,"180"
"1494",0.559086181404942,77,"180"
"1495",0.561289300005193,78,"180"
"1496",0.562632098487335,79,"180"
"1497",0.563083289708394,80,"180"
"1498",0.562427580330988,81,"180"
"1499",0.560523919083816,82,"180"
"1500",0.557613779500979,83,"180"
"1501",0.553231220629428,84,"180"
"1502",0.547459215398312,85,"180"
"1503",0.538762143202984,86,"180"
"1504",0.526139729165065,87,"180"
"1505",0.509709066061744,88,"180"
"1506",0.489550908244955,89,"180"
"1507",0.464844993721027,90,"180"
"1508",0.434596768328333,91,"180"
"1509",0.396648679256183,92,"180"
"1510",0.343055890337501,93,"180"
"1511",0.288886687254995,94,"180"
"1512",0.244563621082152,95,"180"
"1513",0.205525836593991,96,"180"
"1514",0.169918737637302,97,"180"
"1515",0.137551303455939,98,"180"
"1516",0.107152352325352,99,"180"
"1517",0.0783704130843058,100,"180"
"1518",0.0507715135578756,101,"180"
"1519",0.0242430401104408,102,"180"
"1520",-0.00110188225411315,103,"180"
"1521",-0.0251071081403287,104,"180"
"1522",-0.0479264310955043,105,"180"
"1523",-0.0695453865230351,106,"180"
"1524",-0.0900742189426464,107,"180"
"1525",-0.109566144907968,108,"180"
"1526",-0.127811670176145,109,"180"
"1527",-0.144834302360017,110,"180"
"1528",-0.160907367058491,111,"180"
"1529",-0.176072361243044,112,"180"
"1530",-0.190472067115183,113,"180"
"1531",-0.204144049353306,114,"180"
"1532",-0.217002697588164,115,"180"
"1533",-0.22895428310589,116,"180"
"1534",-0.239542528052286,117,"180"
"1535",-0.249388542830663,118,"180"
"1536",-0.258513422227985,119,"180"
"1537",-0.266947165234614,120,"180"
"1538",-0.274598107753192,121,"180"
"1539",-0.281492205851108,122,"180"
"1540",-0.287772105325283,123,"180"
"1541",-0.294065209339867,124,"180"
"1542",-0.299803535234066,125,"180"
"1543",-0.304886832314385,126,"180"
"1544",-0.309353054687008,127,"180"
"1545",-0.313464374637438,128,"180"
"1546",-0.317360488352368,129,"180"
"1547",-0.320465150506216,130,"180"
"1548",-0.32291779608824,131,"180"
"1549",-0.324859119637366,132,"180"
"1550",-0.326426073633102,133,"180"
"1551",-0.327516053237388,134,"180"
"1552",-0.328257705654441,135,"180"
"1553",-0.328546139420643,136,"180"
"1554",-0.327677691679207,137,"180"
"1555",-0.325425139338629,138,"180"
"1556",-0.322766379180544,139,"180"
"1557",-0.319845031430663,140,"180"
"1558",-0.316700364358782,141,"180"
"1559",-0.313252027388299,142,"180"
"1560",-0.309538946664174,143,"180"
"1561",-0.306082526199932,144,"180"
"1562",-0.30303259229633,145,"180"
"1563",-0.299807460798228,146,"180"
"1564",-0.296301286723179,147,"180"
"1565",-0.292516900891981,148,"180"
"1566",-0.288332549892094,149,"180"
"1567",-0.281943634211705,150,"180"
"1568",-0.274411925688747,151,"180"
"1569",-0.265724253724662,152,"180"
"1570",-0.256822150356565,153,"180"
"1571",-0.247688988987818,154,"180"
"1572",-0.238308271451805,155,"180"
"1573",-0.228779514879055,156,"180"
"1574",-0.220873383508277,157,"180"
"1575",-0.2125322322107,158,"180"
"1576",-0.203602734030204,159,"180"
"1577",-0.194294209657323,160,"180"
"1578",-0.184579725957659,161,"180"
"1579",-0.174438022269211,162,"180"
"1580",-0.163841981845897,163,"180"
"1581",-0.152653829226301,164,"180"
"1582",-0.140607592930945,165,"180"
"1583",-0.12780420470308,166,"180"
"1584",-0.113150232168388,167,"180"
"1585",-0.0980674531489527,168,"180"
"1586",-0.0825609622657914,169,"180"
"1587",-0.0665264759611898,170,"180"
"1588",-0.0501212355819942,171,"180"
"1589",-0.0332708506837816,172,"180"
"1590",-0.0161461198755847,173,"180"
